,0
0,-0.19928734289135625
1,-0.29714295523016676
2,-0.42488887579493995
3,-0.3722081530369226
4,-0.41904725984469954
5,-0.27599489702475843
6,0.0019441616283733289
7,0.365571207180314
8,0.21132372805695487
9,0.07354481154673843
10,-0.06843600802385964
11,-0.1479364439984796
12,-0.22633868573868987
13,-0.17995197438421423
14,-0.28248657466331106
15,-0.1547666589363637
16,-0.041452200721577015
17,0.11573299935684411
18,0.38565619883296004
19,0.27628268458096183
20,0.2351571340154877
21,0.4590541783998037
22,0.31817857851246617
23,0.048179097819302935
24,-0.29611776208276747
25,-0.3197645865160036
26,-0.4006306214491214
27,-0.3655305563576108
28,-0.3241365414876301
29,-0.19310462180914628
30,0.027278665503383225
31,0.3893980345950418
32,0.42465637630598796
33,0.07339512837909384
34,0.019637375044675005
35,-0.05843804016946727
36,-0.11216206788048425
37,-0.29628236135186453
38,-0.11906363198105883
39,-0.16157046672137448
40,-0.022695653752358432
41,0.1121834194719972
42,0.3405327603318197
43,0.28370846725840737
44,0.4020373026645608
45,0.4274427995454996
46,0.24800956954631442
47,0.015967819597919337
48,-0.23894513580305315
49,-0.28913983603120685
50,-0.4150793824312579
51,-0.3881096030285749
52,-0.3343848717015624
53,-0.3154713587189408
54,0.012843605744722876
55,0.32287772870549414
56,0.21049029432752317
57,0.051814720588321234
58,-0.003189242383987366
59,-0.1292712005952169
60,-0.16221018007509574
61,-0.25469558506357187
62,-0.24620894449834047
63,-0.16783861006340625
64,-0.06552626484800063
65,0.14404240944183633
66,0.2861366482034506
67,0.3862578479427132
68,0.36329795691988304
69,0.4655688338703653
70,0.28330921133848774
71,0.025151922130819675
72,-0.19347654403486658
73,-0.36292250113599184
74,-0.3741554843703553
75,-0.34333432490436877
76,-0.27849026324963466
77,-0.3871535481921311
78,0.023107666660984207
79,0.3518126196762587
80,0.27960395890327766
81,0.15933311037651218
82,0.044914580633233996
83,-0.07968791858742734
84,-0.22404022556368539
85,-0.24661072152884683
86,-0.18153039628421622
87,-0.10570064687838024
88,0.010182944523804898
89,0.13903721437160926
90,0.38059993206271575
91,0.42132739667164
92,0.3878770060178426
93,0.40230476515073843
94,0.31699251982081367
95,-0.020577631160014636
96,-0.1155141563609231
97,-0.2571796420821697
98,-0.4719389195242711
99,-0.4366664347577096
100,-0.4221753758801447
101,-0.26873859456035837
102,0.014069214477822877
103,0.3542123873631593
104,0.42891312163099526
105,0.17045692012261052
106,-0.007706396731564362
107,-0.028198133365618824
108,-0.15359169046671528
109,-0.2346693731671201
110,-0.28422150457717776
111,-0.14477930109005255
112,-0.059417406350651375
113,0.10440954151796412
114,0.3426949627822199
115,0.3478077080335252
116,0.3584385585396099
117,0.43808512874851024
118,0.27353079144676873
119,-0.00738417980269668
120,-0.21969288517217456
121,-0.3023873051533656
122,-0.4355300927060909
123,-0.4441788486003313
124,-0.3674447883294636
125,-0.31451280339747223
126,-0.04773386944257868
127,0.39090785618438956
128,0.34177375756685235
129,0.06072210454324841
130,0.030103082613732773
131,-0.06253916433676354
132,-0.21792211739677497
133,-0.19410463209299877
134,-0.28315352486011636
135,-0.07024734939535947
136,-0.007753445666929669
137,0.19673832862414553
138,0.3097938535820279
139,0.39652062055365467
140,0.30380830594766384
141,0.40541878963034844
142,0.25526963016864923
143,0.036803566778779086
144,-0.19564945108615459
145,-0.26542213261647896
146,-0.3448326319130936
147,-0.30420842081302024
148,-0.3944047459438571
149,-0.188734700749084
150,0.0018981288192433175
151,0.4645625594141251
152,0.29370647371027303
153,0.12744654790913587
154,0.021090612294504645
155,-0.19077722424010363
156,-0.13713756710042244
157,-0.1759502101975343
158,-0.31371223319910435
159,-0.11123324517713534
160,-0.007364875331035261
161,0.14317421708004147
162,0.2927632098717348
163,0.41693452046381974
164,0.34022340660530453
165,0.4238929101604106
166,0.2720553779649169
167,0.045795578597708615
168,-0.11103692409326521
169,-0.26773144276205657
170,-0.31758996293542413
171,-0.3991668101084272
172,-0.3580150796761858
173,-0.28969455832374347
174,-0.041866432686616606
175,0.4267629712165301
176,0.3047297750665963
177,0.2149966374495968
178,-0.053579351408737666
179,-0.14963093717633502
180,-0.15342892803820196
181,-0.31894209916206107
182,-0.24344523816975816
183,-0.12150163593263902
184,0.001275487462351964
185,0.2538527166180874
186,0.31705295469356687
187,0.29554467378339944
188,0.45801072723897235
189,0.45912200681219173
190,0.31168373940803284
191,0.032375951349010695
192,-0.18030209925486906
193,-0.27239656337048995
194,-0.30971355765699615
195,-0.4016823858227654
196,-0.35345015560839815
197,-0.19776625060238673
198,0.05310867651074258
199,0.2556835865525255
200,0.3334743789180646
201,0.15699018542677048
202,-0.02440798547512964
203,-0.07809512009408312
204,-0.18234137982556559
205,-0.33413594621257114
206,-0.3557102726624634
207,-0.07127303598221316
208,-0.08304638569740017
209,0.21284583590701628
210,0.3261359040151891
211,0.36843266381945283
212,0.4920877838415738
213,0.3999108323563539
214,0.3418721505629624
215,-0.010740724742250043
216,-0.24455255661091743
217,-0.3307306483597834
218,-0.35389196661924155
219,-0.44057714241197415
220,-0.5204171029290522
221,-0.28096614089281075
222,0.06266809927251939
223,0.3742710340195287
224,0.31978132089696953
225,0.09368858891145539
226,0.07777241361504997
227,-0.2184082443787225
228,-0.1911717301234797
229,-0.19002274025310562
230,-0.17364779884004386
231,-0.06357617630640591
232,-0.022275697003331204
233,0.07437431303884655
234,0.3460588581020204
235,0.3963640057042614
236,0.3914968987622778
237,0.40777122419980516
238,0.24743931844076278
239,0.004512005301031858
240,-0.20979616539039206
241,-0.27025531532962954
242,-0.4253322998141064
243,-0.4423686762976998
244,-0.42027964319159544
